#PARAMS:size=14993,delta_q=4
Step,Time,Average Temperature,Kinetic,Potential
32800,4620,855.333,1657.63,-53326.2
32900,4635,856.401,1659.7,-53320
33000,4650,856.513,1659.92,-53312.6
33100,4665,854.554,1656.12,-53300.4
33200,4680,855.135,1657.25,-53293.9
33300,4695,856.362,1659.63,-53288.2
33400,4710,855.571,1658.09,-53278.7
33500,4725,856.584,1660.06,-53273.1
33600,4740,853.214,1653.53,-53257.9
33700,4755,858.642,1664.04,-53261.4
33800,4770,853.835,1654.73,-53243.3
33900,4785,852.845,1652.81,-53233.9
34000,4800,854.847,1656.69,-53229.6
34100,4815,851.108,1649.44,-53214.7
34200,4830,858.649,1664.06,-53221.5
34300,4845,862.152,1670.85,-53220.7
34400,4860,859.926,1666.53,-53208.3
34500,4875,859.067,1664.87,-53198.7
34600,4890,859.861,1666.41,-53192.5
34700,4905,853.124,1653.35,-53171
34800,4920,856.311,1659.53,-53169.7
34900,4935,853.378,1653.84,-53155.7
35000,4950,855.736,1658.41,-53152.9
35100,4965,858.814,1664.38,-53150.5
35200,4980,856.227,1659.36,-53137.8
35300,4995,854.52,1656.06,-53126.4
35400,5010,859.47,1665.65,-53128.6
35500,5025,861.677,1669.93,-53125.1
35600,5040,853.63,1654.33,-53100.7
35700,5055,862.631,1671.78,-53111
35800,5070,856.853,1660.58,-53091.4
35900,5085,859.859,1666.4,-53090.1
36000,5100,853.894,1654.84,-53069.9
36100,5115,863.581,1673.62,-53081.5
36200,5130,857.471,1661.77,-53061.4
36300,5145,860.5,1667.64,-53059.6
36400,5160,857.124,1661.1,-53045
36500,5175,857.727,1662.27,-53038.2
36600,5190,856.426,1659.75,-53027.8
36700,5205,853.756,1654.57,-53014.7
36800,5220,852.155,1651.47,-53003.5
36900,5235,853.825,1654.71,-52998.8
37000,5250,856.165,1659.24,-52995.9
37100,5265,851.836,1650.85,-52979.5
37200,5280,858.376,1663.53,-52984.1
37300,5295,855.065,1657.11,-52969.7
37400,5310,855.799,1658.53,-52963.3
37500,5325,857.837,1662.48,-52959.4
37600,5340,858.685,1664.13,-52953.4
37700,5355,853.848,1654.75,-52936
37800,5370,856.592,1660.07,-52933.4
37900,5385,856.91,1660.69,-52926.2
38000,5400,858.104,1663,-52920.4
38100,5415,859.091,1664.91,-52914.7
38200,5430,858.973,1664.69,-52906.3
38300,5445,862.506,1671.53,-52906.1
38400,5460,853.61,1654.29,-52880.4
38500,5475,855.668,1658.28,-52876.7
38600,5490,854.632,1656.27,-52866.4
