#STRS:name=Cold & fast strain
Step,Time,Total Energy,Potential,Kinetic,Temperature,Strain,Stress
54400,272000,-2051.833829,-2112.69831,60.8644808,155.0950748,0.4616991336,0.0001021522034
55200,276000,-1992.184487,-2053.737753,61.55326678,156.901922,0.4700180369,0.000160569807
56000,280000,-1892.607738,-1954.41766,61.80992213,157.7120408,0.4783369402,9.417794237e-05
56800,284000,-1813.79114,-1874.528187,60.73704695,155.1280207,0.4866558435,0.0001752595649
57600,288000,-1747.980201,-1809.69556,61.71535858,157.8351509,0.4949747468,0.0001571626514
58400,292000,-1668.079136,-1730.156533,62.0773969,158.8660883,0.5032936501,0.0001431274371
59200,296000,-1591.264165,-1653.295458,62.03129317,158.8006322,0.5116125535,4.79756337e-06
60000,300000,-1538.77513,-1600.831274,62.05614355,158.9694575,0.5199314568,9.018320265e-05
60800,304000,-1477.524189,-1539.882244,62.35805544,159.7957788,0.5282503601,0.000170522504
61600,308000,-1387.44994,-1449.724513,62.27457216,159.7935657,0.5365692634,0.000131433174
62400,312000,-1305.388457,-1369.487686,64.09922937,164.8035159,0.5448881667,0.0001035402171
63200,316000,-1250.955644,-1313.634792,62.67914794,161.2059637,0.55320707,0.0001069816525
64000,320000,-1166.453605,-1231.20899,64.7553848,166.6566947,0.5615259733,7.903772085e-05
64800,324000,-1091.08566,-1154.384307,63.29864753,163.1246507,0.5698448766,-3.327367517e-05
65600,328000,-1016.756893,-1080.935322,64.17842896,165.723129,0.5781637799,0.0002632759331
66400,332000,-945.6763216,-1010.335485,64.65916309,166.9644926,0.5864826832,6.125464961e-05
67200,336000,-896.9094486,-961.6866127,64.77716408,167.380934,0.5948015865,4.735189609e-05
68000,340000,-854.157069,-917.2406318,63.0835628,163.1137138,0.6031204898,4.226161627e-05
68800,344000,-807.0865957,-870.7364297,63.64983398,164.6329325,0.6114393931,0.0002665725957
69600,348000,-741.5363725,-805.0540053,63.51763281,164.6212219,0.6197582965,0.0001288428548
70400,352000,-689.2060486,-753.7326054,64.52655684,167.4604938,0.6280771998,8.397062491e-05
71200,356000,-647.1835363,-711.4509238,64.26738757,166.8438621,0.6363961031,0.0001406762402
72000,360000,-589.820862,-654.1796567,64.35879467,167.0811631,0.6447150064,2.679506071e-05
72800,364000,-545.2302709,-609.0814549,63.85118403,165.7633607,0.6530339097,7.755614904e-05
73600,368000,-505.6985278,-570.244971,64.54644319,167.5683154,0.661352813,8.332457903e-05
74400,372000,-480.6228766,-545.0944792,64.47160264,167.3740226,0.6696717163,0.0001032850967
75200,376000,-420.6601514,-485.3504955,64.69034409,168.0546833,0.6779906196,8.551503033e-05
76000,380000,-389.3764587,-453.9271828,64.55072404,167.748303,0.6863095229,0.0001756844567
76800,384000,-359.6671038,-423.1519966,63.48489281,164.9785218,0.6946284262,0.0001057808504
77600,388000,-319.6184439,-385.4147585,65.79631459,170.9852256,0.7029473295,0.0001541993676
78400,392000,-286.8944889,-352.2534122,65.35892325,169.8485745,0.7112662328,7.715069899e-05
79200,396000,-268.6424807,-334.2162295,65.57374882,170.4068428,0.7195851362,0.0002601546759
80000,400000,-235.3937411,-301.1571986,65.76345746,170.8998396,0.7279040395,6.510960583e-05
