#STRS:name=Cold & slow strain
Step,Time,Total Energy,Potential,Kinetic,Temperature,Strain,Stress
55200,276000,-4906.323285,-4954.310198,47.98691344,121.7191271,0.156672679,0.0008262257011
56000,280000,-4883.795437,-4931.413555,47.61811815,120.7836754,0.1594456467,0.000760289271
56800,284000,-4867.962891,-4916.677936,48.71504464,123.5660368,0.1622186145,0.0005114697734
57600,288000,-4863.414284,-4912.9253,49.51101608,125.5850237,0.1649915823,0.0004484340507
58400,292000,-4841.928206,-4891.097177,49.1689706,124.717423,0.16776455,0.0004295596256
59200,296000,-4834.254449,-4884.535104,50.28065463,127.537217,0.1705375178,0.0005646387644
60000,300000,-4826.863655,-4875.76673,48.9030748,124.0429766,0.1733104856,0.0008422465029
60800,304000,-4808.32374,-4856.97736,48.65362004,123.4102329,0.1760834534,0.0006378751131
61600,308000,-4753.34506,-4802.779337,49.43427646,125.3903731,0.1788564211,0.0004680926474
62400,312000,-4730.015699,-4780.297379,50.28167979,127.5398173,0.1816293889,0.000644582804
63200,316000,-4693.000722,-4743.275587,50.2748647,127.5225308,0.1844023567,0.0003752843884
64000,320000,-4674.176355,-4724.623612,50.44725652,127.9598038,0.1871753244,0.000528325462
64800,324000,-4671.389375,-4722.771084,51.38170963,130.3300504,0.1899482922,0.0003641340649
65600,328000,-4624.952307,-4676.37423,51.42192334,130.4320527,0.19272126,0.0001916862399
66400,332000,-4621.878434,-4673.671161,51.7927264,131.3725972,0.1954942277,0.0005467409845
67200,336000,-4606.674954,-4657.104962,50.43000791,127.9160526,0.1982671955,0.0004858746821
68000,340000,-4602.496073,-4653.06816,50.57208704,128.2764373,0.2010401633,0.0004615015266
68800,344000,-4591.531353,-4643.002979,51.47162617,130.5581243,0.203813131,0.0006175652788
69600,348000,-4573.313794,-4624.399971,51.0861766,129.5804289,0.2065860988,0.0004819527793
70400,352000,-4555.025879,-4606.178424,51.15254493,129.7487726,0.2093590666,0.0003670585997
71200,356000,-4547.11053,-4598.680388,51.56985854,130.8072913,0.2121320344,0.0004092614504
72000,360000,-4545.824134,-4595.520078,49.6959437,126.0540938,0.2149050021,0.0003816264427
72800,364000,-4515.491093,-4566.734431,51.24333772,129.9790691,0.2176779699,0.0003776031421
73600,368000,-4497.623486,-4549.250698,51.62721211,130.9527691,0.2204509377,0.0003821260185
74400,372000,-4478.165316,-4529.86685,51.70153345,131.1412857,0.2232239054,0.0003948003685
75200,376000,-4439.956463,-4491.562936,51.60647256,130.9001631,0.2259968732,0.0004679328707
76000,380000,-4424.234697,-4474.985709,50.75101152,128.7302804,0.228769841,0.0002380519134
76800,384000,-4403.46761,-4454.110637,50.643027,128.456377,0.2315428087,0.000643320395
77600,388000,-4387.800903,-4439.114905,51.31400152,130.1583083,0.2343157765,0.0004348783342
78400,392000,-4336.799295,-4388.996908,52.19761227,132.3995929,0.2370887443,0.0002655204865
79200,396000,-4333.656954,-4386.000817,52.34386356,132.7705603,0.239861712,0.00050393453
80000,400000,-4310.958435,-4362.936399,51.97796397,131.8424535,0.2426346798,0.0003863609115
