#PARAMS:size=12431,delta_q=4
Step,Time,Average Temperature,Kinetic,Potential
40500,5775,862.832,1386.42,-43683.3
40600,5790,865.629,1390.92,-43681.4
40700,5805,862.765,1386.32,-43670.1
40800,5820,864.915,1389.77,-43667
40900,5835,864.814,1389.61,-43660.3
41000,5850,864.977,1389.87,-43654.2
41100,5865,859.637,1381.29,-43638.9
41200,5880,860.992,1383.47,-43634.5
41300,5895,857.826,1378.38,-43622.7
41400,5910,863.42,1387.37,-43625.5
41500,5925,859.28,1380.72,-43612
41600,5940,861.984,1385.06,-43609.9
41700,5955,862.451,1385.81,-43604.2
41800,5970,865.268,1390.34,-43602
41900,5985,859.93,1381.76,-43586.5
42000,6000,866.643,1392.55,-43591.4
42100,6015,861.06,1383.58,-43575.4
42200,6030,860.504,1382.68,-43567.9
42300,6045,868.394,1395.36,-43574.4
42400,6060,864.753,1389.51,-43561.7
42500,6075,869.342,1396.89,-43562.9
42600,6090,867.384,1393.74,-43553.1
42700,6105,873.5,1403.57,-43556.7
42800,6120,868.469,1395.48,-43541.5
42900,6135,867.439,1393.83,-43533.6
43000,6150,876.522,1408.42,-43542.1
43100,6165,869.122,1396.53,-43523.2
43200,6180,875.904,1407.43,-43527.9
43300,6195,869.985,1397.92,-43511.7
43400,6210,870.407,1398.6,-43506.1
43500,6225,871.327,1400.08,-43500.7
43600,6240,867.301,1393.61,-43487.7
43700,6255,875.215,1406.32,-43494.2
43800,6270,870.113,1398.12,-43478.8
43900,6285,877.602,1410.16,-43484.9
44000,6300,876.473,1408.34,-43476.5
44100,6315,877.51,1410.01,-43471.6
44200,6330,875.219,1406.33,-43461.1
44300,6345,879.707,1413.54,-43461.8
44400,6360,879.155,1412.65,-43454.5
44500,6375,879.732,1413.58,-43448.9
44600,6390,881.15,1415.86,-43444.4
44700,6405,884.928,1421.93,-43444
44800,6420,881.983,1417.2,-43432.6
44900,6435,887.843,1426.61,-43435.5
45000,6450,886.985,1425.24,-43427.7
45100,6465,882.611,1418.21,-43413.8
45200,6480,891.238,1432.07,-43421.7
45300,6495,891.203,1432.01,-43414.7
45400,6510,890.712,1431.22,-43407.5
45500,6525,896.719,1440.88,-43410.6
45600,6540,894.974,1438.07,-43401.1
45700,6555,903.342,1451.52,-43408.3
45800,6570,895.447,1438.83,-43388.5
45900,6585,901.836,1449.1,-43393
46000,6600,890.732,1431.26,-43367.5
46100,6615,908.08,1459.13,-43390
46200,6630,905.434,1454.88,-43378.7
46300,6645,911.948,1465.35,-43383
46400,6660,910.864,1463.6,-43374.3
46500,6675,909.385,1461.23,-43365.4
46600,6690,911.27,1464.26,-43361.9
46700,6705,906.72,1456.95,-43348.1
46800,6720,908.615,1459.99,-43344.5
46900,6735,916.146,1472.09,-43350.4
47000,6750,914.306,1469.13,-43340.6
47100,6765,917.402,1474.11,-43339.3
47200,6780,916.608,1472.83,-43331.5
47300,6795,919.109,1476.85,-43329
47400,6810,922.983,1483.08,-43329
47500,6825,922.541,1482.37,-43321.3
47600,6840,928.846,1492.5,-43325.6
47700,6855,921.132,1480.1,-43306
47800,6870,923.713,1484.25,-43304
47900,6885,931.696,1497.08,-43310.5
48000,6900,929.191,1493.05,-43299.4
48100,6915,932.457,1498.3,-43298.6
48200,6930,925.356,1486.89,-43279.7
48300,6945,936.358,1504.57,-43291.9
48400,6960,934.199,1501.1,-43281.4
48500,6975,937.031,1505.65,-43279.5
48600,6990,940.154,1510.67,-43278.2
48700,7005,940.667,1511.49,-43272.1
48800,7020,942.749,1514.84,-43269.4
48900,7035,938.981,1508.78,-43256.3
49000,7050,943.825,1516.57,-43257.8
49100,7065,945.83,1519.79,-43254.6
49200,7080,950.932,1527.99,-43256.3
49300,7095,951.115,1528.28,-43250
49400,7110,943.811,1516.55,-43231.6
49500,7125,951.345,1528.65,-43237.2
49600,7140,949.518,1525.72,-43227.7
49700,7155,956.501,1536.94,-43232.8
49800,7170,953.913,1532.78,-43221.7
49900,7185,960.244,1542.95,-43225.7
50000,7200,957.458,1538.47,-43214.3
50100,7215,966.454,1552.93,-43222.7
50200,7230,957.182,1538.03,-43200.5
50300,7245,965.93,1552.09,-43208.6
50400,7260,966.288,1552.66,-43202.6
50500,7275,964.067,1549.09,-43192.4
50600,7290,967.729,1554.98,-43191.9
50700,7305,966.135,1552.42,-43182.6
50800,7320,969.064,1557.12,-43180.8
50900,7335,969.29,1557.48,-43174.6
51000,7350,968.881,1556.83,-43167.2
51100,7365,976.671,1569.35,-43173.2
51200,7380,975.037,1566.72,-43163.9
51300,7395,974.434,1565.75,-43156.6
51400,7410,980.692,1575.81,-43159.9
51500,7425,981.961,1577.85,-43155.3
51600,7440,983.173,1579.79,-43150.9
51700,7455,979.296,1573.56,-43137.9
51800,7470,986.059,1584.43,-43142.3
51900,7485,990.905,1592.22,-43144
