#PARAMS:size=2869,delta_q=4
Step,Time,Average Temperature,Kinetic,Potential
40800,5820,838.92,311.111,-9977.05
40900,5835,838.173,310.834,-9975.21
41000,5850,848.356,314.61,-9977.52
41100,5865,847.836,314.417,-9975.91
41200,5880,853.198,316.406,-9976.18
41300,5895,847.885,314.436,-9972.85
41400,5910,855.379,317.215,-9974.09
41500,5925,859.527,318.753,-9974.16
41600,5940,856.014,317.45,-9971.32
41700,5955,849.21,314.927,-9967.34
41800,5970,859.119,318.602,-9969.45
41900,5985,860.705,319.19,-9968.61
42000,6000,850.718,315.486,-9963.34
42100,6015,861.729,319.57,-9965.93
42200,6030,859.426,318.715,-9963.45
42300,6045,867.915,321.864,-9965.07
42400,6060,858.961,318.543,-9960.17
42500,6075,877.438,325.395,-9965.62
42600,6090,876.238,324.95,-9963.84
42700,6105,868.299,322.006,-9959.12
42800,6120,873.485,323.929,-9959.62
42900,6135,883.82,327.762,-9961.97
43000,6150,874.103,324.158,-9956.9
43100,6165,874.864,324.441,-9955.73
43200,6180,872.7,323.638,-9953.38
43300,6195,875.326,324.612,-9952.76
43400,6210,878.391,325.749,-9952.42
43500,6225,879.062,325.997,-9951.21
43600,6240,885.814,328.501,-9952.18
43700,6255,888.393,329.458,-9951.79
43800,6270,900.677,334.013,-9954.88
43900,6285,887.822,329.246,-9948.41
44000,6300,887.983,329.306,-9947.08
44100,6315,885.858,328.518,-9944.69
44200,6330,900.785,334.053,-9948.76
44300,6345,901.461,334.304,-9947.55
44400,6360,884.861,328.148,-9939.73
44500,6375,897.598,332.872,-9943.12
44600,6390,894.803,331.835,-9940.28
44700,6405,903.018,334.881,-9941.9
44800,6420,904.848,335.56,-9941.18
44900,6435,905.631,335.85,-9939.88
45000,6450,901.418,334.288,-9936.67
45100,6465,902.373,334.642,-9935.59
45200,6480,914.334,339.078,-9938.54
45300,6495,911.145,337.895,-9935.83
45400,6510,910.714,337.736,-9934.08
45500,6525,903.97,335.234,-9930.05
45600,6540,909.469,337.274,-9930.6
45700,6555,905.733,335.888,-9927.61
45800,6570,914.701,339.214,-9929.54
45900,6585,917.397,340.214,-9929.1
46000,6600,917.257,340.162,-9927.52
46100,6615,915.447,339.491,-9925.3
46200,6630,930.107,344.927,-9929.39
46300,6645,913.601,338.806,-9921.51
46400,6660,930.833,345.197,-9926.56
46500,6675,921.327,341.671,-9921.41
46600,6690,919.029,340.819,-9918.93
46700,6705,930.445,345.053,-9921.8
46800,6720,927.325,343.896,-9919.08
46900,6735,931.201,345.333,-9919.15
47000,6750,924.721,342.93,-9915.04
47100,6765,935.103,346.78,-9917.48
47200,6780,932.671,345.878,-9915.03
47300,6795,933.539,346.2,-9913.87
47400,6810,947.879,351.518,-9917.71
47500,6825,933.19,346.071,-9910.5
47600,6840,938.16,347.914,-9910.73
47700,6855,932.065,345.653,-9907
47800,6870,934.743,346.647,-9906.54
47900,6885,953.173,353.481,-9911.89
48000,6900,956.304,354.642,-9911.55
48100,6915,939.785,348.516,-9903.78
48200,6930,950.676,352.555,-9906.44
48300,6945,954.151,353.844,-9906.33
48400,6960,962.363,356.889,-9907.81
48500,6975,942.788,349.63,-9898.95
48600,6990,957.475,355.077,-9903
48700,7005,953.546,353.619,-9900.13
48800,7020,960.43,356.172,-9901.23
48900,7035,958.18,355.338,-9898.78
49000,7050,956.788,354.822,-9896.67
49100,7065,969.209,359.428,-9899.87
49200,7080,968.913,359.318,-9898.28
49300,7095,979.627,363.292,-9900.83
49400,7110,960.746,356.29,-9892.04
49500,7125,970.817,360.024,-9894.35
49600,7140,968.314,359.096,-9891.94
49700,7155,971.49,360.274,-9891.54
49800,7170,973.968,361.193,-9890.99
49900,7185,973.866,361.155,-9889.36
50000,7200,976.099,361.983,-9888.81
50100,7215,980.805,363.729,-9889.01
50200,7230,984.459,365.084,-9888.93
50300,7245,981.286,363.907,-9886.3
50400,7260,984.581,365.129,-9886.06
50500,7275,983.244,364.633,-9884.05
50600,7290,990.598,367.36,-9885.38
50700,7305,975.079,361.605,-9877.94
50800,7320,988.428,366.556,-9881.42
50900,7335,987.874,366.35,-9879.85
51000,7350,988.688,366.652,-9878.44
51100,7365,981.692,364.057,-9874.33
51200,7380,1006.2,373.146,-9882.08
51300,7395,1001.31,371.333,-9878.72
51400,7410,999.979,370.839,-9876.63
51500,7425,988.19,366.467,-9870.64
51600,7440,1008.25,373.908,-9876.83
51700,7455,1019.09,377.926,-9879.44
51800,7470,1003.86,372.278,-9872
51900,7485,1006.1,373.11,-9871.41
