Step,Time,Total Energy,Potential,Kinetic,Temperature
43500,130500,-3190.971263,-3269.816829,78.84556577,660.8629807
43600,130800,-3190.734911,-3268.290038,77.55512729,650.0468618
43700,131100,-3190.577457,-3273.466662,82.88920501,694.7557108
43800,131400,-3190.405288,-3269.538403,79.13311533,663.2731462
43900,131700,-3190.151647,-3271.748496,81.59684884,683.9235183
44000,132000,-3189.843767,-3271.425771,81.58200356,683.799089
44100,132300,-3189.654242,-3269.819693,80.16545067,671.9259119
44200,132600,-3189.572407,-3272.509185,82.93677742,695.1544504
44300,132900,-3189.287058,-3272.42509,83.13803145,696.8413092
44400,133200,-3189.08299,-3270.756383,81.67339295,684.565091
44500,133500,-3188.849709,-3271.617811,82.76810205,693.7406574
44600,133800,-3188.689596,-3269.18685,80.49725401,674.707001
44700,134100,-3188.371209,-3267.640084,79.26887486,664.4110471
44800,134400,-3188.194608,-3271.039859,82.84525096,694.3872995
44900,134700,-3188.022942,-3270.82357,82.80062809,694.0132821
45000,135000,-3187.82502,-3266.860731,79.03571085,662.4567272
45100,135300,-3187.884715,-3270.000489,82.11577372,688.2730114
45200,135600,-3187.957736,-3270.626603,82.66886757,692.9088998
45300,135900,-3187.978856,-3270.537803,82.55894693,691.9875737
45400,136200,-3187.807988,-3269.005632,81.19764396,680.577487
45500,136500,-3187.864732,-3268.705395,80.84066384,677.5853727
45600,136800,-3188.019992,-3266.421147,78.40115529,657.1380479
45700,137100,-3187.88971,-3267.788509,79.89879887,669.690906
45800,137400,-3187.899955,-3267.059054,79.15909908,663.4909352
45900,137700,-3187.958036,-3268.352031,80.39399465,673.841508
46000,138000,-3187.961771,-3270.16304,82.20126961,688.9896156
46100,138300,-3187.957798,-3265.231735,77.27393707,647.6899986
46200,138600,-3187.915969,-3264.624367,76.70839851,642.9498018
46300,138900,-3187.879578,-3266.291814,78.41223558,657.23092
46400,139200,-3187.885932,-3267.445528,79.55959598,666.8477958
46500,139500,-3187.890321,-3270.410305,82.51998408,691.6609973
46600,139800,-3187.974873,-3270.089642,82.11476881,688.2645885
46700,140100,-3187.970241,-3269.778938,81.80869693,685.6991737
46800,140400,-3187.969447,-3269.366486,81.3970388,682.2487626
46900,140700,-3187.942071,-3269.994289,82.05221759,687.7403004
47000,141000,-3187.921702,-3268.241346,80.31964399,673.2183202
47100,141300,-3187.927301,-3265.16489,77.2375887,647.385336
47200,141600,-3187.947087,-3266.123268,78.17618096,655.2523717
47300,141900,-3187.989088,-3267.251412,79.26232397,664.3561393
47400,142200,-3187.958873,-3269.545666,81.58679294,683.8392324
47500,142500,-3187.869485,-3268.497065,80.62757997,675.7993592
47600,142800,-3187.894551,-3269.069428,81.17487737,680.3866634
47700,143100,-3187.898183,-3270.076767,82.1785836,688.7994674
47800,143400,-3188.010247,-3270.05573,82.04548243,687.6838481
47900,143700,-3187.915473,-3269.13756,81.22208684,680.7823609
48000,144000,-3188.009287,-3270.27392,82.26463247,689.5207066
48100,144300,-3187.92873,-3267.605781,79.67705093,667.8322726
48200,144600,-3187.937334,-3268.728418,80.79108378,677.1698056
48300,144900,-3187.915555,-3271.069139,83.15358403,696.9716668
48400,145200,-3187.96657,-3271.442792,83.47622209,699.675935
48500,145500,-3187.855418,-3265.302011,77.44659276,649.1371536
48600,145800,-3187.853943,-3265.043872,77.18992813,646.9858576
48700,146100,-3188.112787,-3267.372831,79.26004449,664.3370333
48800,146400,-3188.000065,-3268.670961,80.67089642,676.1624264
48900,146700,-3187.815925,-3267.248637,79.43271155,665.7842836
49000,147000,-3187.902089,-3264.57555,76.67346081,642.6569631
49100,147300,-3187.984077,-3269.707153,81.7230759,684.9815206
49200,147600,-3187.998461,-3269.249278,81.25081724,681.0231716
49300,147900,-3187.786077,-3265.390607,77.60452959,650.4609389
49400,148200,-3187.910293,-3265.075372,77.16507888,646.7775777
49500,148500,-3188.038045,-3268.194665,80.15662061,671.8519006
49600,148800,-3188.045103,-3268.788289,80.74318596,676.7683385
49700,149100,-3187.842501,-3267.330351,79.48785026,666.2464419
49800,149400,-3187.860209,-3264.933745,77.07353537,646.0102838
49900,149700,-3187.995707,-3267.799066,79.80335835,668.8909484
50000,150000,-3188.013451,-3269.359194,81.34574325,681.8188166
50100,150300,-3187.234034,-3267.891844,80.65780988,676.0527385
50200,150600,-3186.348729,-3265.149177,78.80044816,660.4848167
50300,150900,-3185.639481,-3265.496912,79.85743102,669.3441715
50400,151200,-3185.080946,-3265.571755,80.49080888,674.6529796
50500,151500,-3184.432182,-3268.316107,83.88392462,703.0931913
50600,151800,-3183.898756,-3264.960409,81.06165287,679.4376451
50700,152100,-3183.265689,-3265.119401,81.85371158,686.0764748
50800,152400,-3182.769196,-3266.212594,83.44339782,699.4008105
50900,152700,-3182.238381,-3263.440719,81.20233819,680.6168328
51000,153000,-3181.755211,-3265.881324,84.12611256,705.1231475
51100,153300,-3181.261414,-3266.475439,85.21402548,714.24175
51200,153600,-3180.721142,-3262.480738,81.75959623,685.2876245
51300,153900,-3180.217085,-3261.651224,81.43413931,682.5597294
51400,154200,-3179.562854,-3260.326581,80.76372758,676.9405131
51500,154500,-3179.429259,-3265.784866,86.35560752,723.8101931
51600,154800,-3179.019499,-3262.19504,83.17554112,697.1557054
51700,155100,-3178.435454,-3261.135717,82.7002629,693.1720473
51800,155400,-3177.949354,-3259.710406,81.76105238,685.2998295
51900,155700,-3177.695891,-3262.429707,84.73381617,710.2167608
52000,156000,-3177.417535,-3264.933991,87.51645565,733.5401196
52100,156300,-3176.984025,-3263.26122,86.27719448,723.1529555
52200,156600,-3176.661504,-3261.233343,84.57183964,708.8591157
52300,156900,-3176.317052,-3260.835859,84.51880727,708.4146122
52400,157200,-3176.075708,-3261.92425,85.84854154,719.5600983
52500,157500,-3175.454319,-3258.372918,82.91859836,695.0020782
52600,157800,-3175.269764,-3259.890442,84.62067758,709.2684626
52700,158100,-3174.931857,-3260.619929,85.6880715,718.2150802
52800,158400,-3174.60326,-3258.44671,83.84345079,702.7539502
52900,158700,-3174.31097,-3258.478218,84.16724797,705.4679338
53000,159000,-3173.787995,-3254.221477,80.43348199,674.1724806
53100,159300,-3173.405901,-3259.474622,86.06872061,721.4055818
53200,159600,-3173.172077,-3261.219429,88.04735146,737.9899498
53300,159900,-3172.838449,-3258.995519,86.15706976,722.1461014
53400,160200,-3172.557597,-3256.716167,84.15856953,705.3951934
53500,160500,-3172.457855,-3260.962418,88.50456332,741.8221805
53600,160800,-3172.342941,-3260.079031,87.7360905,735.3810417
53700,161100,-3172.232525,-3258.250969,86.01844421,720.9841781
53800,161400,-3171.849576,-3259.029414,87.17983849,730.7186823
53900,161700,-3171.754169,-3255.589281,83.83511171,702.6840542
54000,162000,-3171.646184,-3259.593685,87.94750144,737.153033
54100,162300,-3171.375426,-3257.843052,86.46762565,724.7490999
54200,162600,-3171.092011,-3256.351586,85.2595752,714.6235359
54300,162900,-3170.88063,-3255.706042,84.82541138,710.984488
54400,163200,-3170.62399,-3259.548666,88.9246761,745.3434563
54500,163500,-3170.36136,-3256.74559,86.38422965,724.0500964
54600,163800,-3170.120001,-3258.02358,87.90357911,736.7848875
54700,164100,-3170.067673,-3256.437399,86.36972572,723.9285282
54800,164400,-3169.941549,-3258.916466,88.97491752,745.7645668
54900,164700,-3169.733026,-3257.732962,87.99993649,737.59253
55000,165000,-3169.404075,-3254.852081,85.44800623,716.2029157
55100,165300,-3169.483937,-3257.633468,88.14953067,738.8463894
55200,165600,-3169.464991,-3258.352518,88.88752765,745.0320877
55300,165900,-3169.516512,-3256.896732,87.38022014,732.398229
55400,166200,-3169.444269,-3252.610549,83.16628057,697.078086
55500,166500,-3169.472198,-3254.389282,84.91708319,711.7528572
55600,166800,-3169.481727,-3257.717041,88.23531466,739.5654084
55700,167100,-3169.466053,-3255.651463,86.18541029,722.3836443
55800,167400,-3169.393459,-3255.592622,86.19916328,722.4989183
55900,167700,-3169.52277,-3253.469102,83.94633234,703.6162766
56000,168000,-3169.563201,-3256.003815,86.44061325,724.522689
56100,168300,-3169.462371,-3259.082346,89.61997573,751.1712766
56200,168600,-3169.458453,-3257.934518,88.47606455,741.5833113
56300,168900,-3169.42209,-3253.641335,84.21924519,705.903761
56400,169200,-3169.440566,-3253.89257,84.45200398,707.8546844
56500,169500,-3169.460511,-3253.785072,84.32456093,706.78649
56600,169800,-3169.593239,-3256.174674,86.58143518,725.7030217
56700,170100,-3169.479186,-3254.702661,85.22347447,714.320949
56800,170400,-3169.415898,-3252.676443,83.26054457,697.8681823
56900,170700,-3169.37918,-3253.944712,84.56553269,708.8062525
57000,171000,-3169.49142,-3256.011209,86.51978952,725.1863239
57100,171300,-3169.488042,-3256.838517,87.3504748,732.1489113
57200,171600,-3169.489542,-3257.06875,87.57920791,734.0660927
57300,171900,-3169.380138,-3254.419848,85.03970978,712.7806813
57400,172200,-3169.416459,-3256.550037,87.13357888,730.3309463
57500,172500,-3169.41725,-3257.098606,87.68135522,734.9222648
57600,172800,-3169.465066,-3257.210718,87.74565152,735.4611796
57700,173100,-3169.412887,-3256.547398,87.13451059,730.3387557
57800,173400,-3169.376004,-3256.820263,87.44425943,732.9349897
57900,173700,-3169.524764,-3257.534518,88.00975391,737.674817
58000,174000,-3169.423452,-3256.424247,87.00079552,729.2179907
58100,174300,-3169.344184,-3251.854036,82.50985197,691.5760726
58200,174600,-3169.463072,-3256.613811,87.15073864,730.4747749
58300,174900,-3169.510959,-3254.906403,85.39544373,715.7623505
58400,175200,-3169.465323,-3258.99121,89.52588617,750.3826424
58500,175500,-3169.308898,-3252.916435,83.6075366,700.776579
58600,175800,-3169.38259,-3255.929274,86.54668463,725.4117516
58700,176100,-3169.503321,-3256.70464,87.20131853,730.8987224
58800,176400,-3169.44126,-3258.135498,88.69423832,743.4119869
58900,176700,-3169.453305,-3258.136415,88.68310918,743.3187054
59000,177000,-3169.419127,-3256.317183,86.8980559,728.3568541
59100,177300,-3169.43135,-3256.01183,86.58048039,725.6950189
59200,177600,-3169.421634,-3255.368265,85.94663045,720.3822539
59300,177900,-3169.326469,-3253.044143,83.71767429,701.6997244
59400,178200,-3169.463318,-3258.254271,88.7909528,744.2226225
59500,178500,-3169.486297,-3258.875516,89.38921889,749.2371329
59600,178800,-3169.531592,-3257.975656,88.44406346,741.3150865
59700,179100,-3169.374678,-3255.072543,85.69786574,718.2971729
59800,179400,-3169.343773,-3254.120691,84.77691822,710.5780309
59900,179700,-3169.362194,-3257.281281,87.91908659,736.9148671
60000,180000,-3169.426075,-3256.672955,87.24688002,731.2806069
60100,180300,-3168.765613,-3255.39512,86.62950753,726.1059516
60200,180600,-3168.022696,-3254.548496,86.52580085,725.2367093
60300,180900,-3167.489694,-3258.273114,90.78341999,760.9229631
60400,181200,-3166.986287,-3254.256272,87.26998484,731.4742655
60500,181500,-3166.510739,-3253.845115,87.33437549,732.0139711
60600,181800,-3165.740775,-3253.191181,87.45040605,732.986509
60700,182100,-3165.21769,-3253.642703,88.42501253,741.1554065
60800,182400,-3164.849313,-3254.630053,89.7807399,752.51876
60900,182700,-3164.410928,-3255.601465,91.19053704,764.3353121
61000,183000,-3163.806769,-3253.004587,89.19781788,747.6328596
61100,183300,-3163.173198,-3251.580904,88.40770542,741.0103428
61200,183600,-3162.721843,-3249.31823,86.59638645,725.8283394
61300,183900,-3162.176248,-3252.928584,90.75233528,760.6624192
61400,184200,-3161.818261,-3252.758113,90.93985192,762.2341347
61500,184500,-3161.458182,-3252.533674,91.07549281,763.3710414
61600,184800,-3161.082052,-3250.972502,89.89045081,753.4383282
61700,185100,-3160.667568,-3251.615681,90.9481121,762.3033694
61800,185400,-3160.236768,-3251.019075,90.78230773,760.9136404
61900,185700,-3159.895784,-3251.643585,91.7478004,769.0061483
62000,186000,-3159.742254,-3249.82483,90.08257626,755.0486736
62100,186300,-3159.565392,-3252.937687,93.37229451,782.6222345
62200,186600,-3159.119307,-3248.609203,89.48989652,750.0809865
62300,186900,-3158.646155,-3245.408471,86.76231597,727.2191173
62400,187200,-3158.296115,-3248.909335,90.61321998,759.496391
62500,187500,-3157.978246,-3248.9604,90.98215389,762.5886988
62600,187800,-3157.659402,-3247.827376,90.16797445,755.764459
62700,188100,-3157.200158,-3248.971931,91.77177241,769.2070754
62800,188400,-3156.813572,-3250.492446,93.67887335,785.1918985
62900,188700,-3156.389616,-3243.395194,87.00557759,729.2580729
63000,189000,-3156.075352,-3245.87016,89.79480788,752.6366741
63100,189300,-3155.72935,-3248.635928,92.90657771,778.7187177
63200,189600,-3155.45562,-3246.016861,90.56124129,759.0607192
63300,189900,-3155.249333,-3250.6704,95.42106679,799.7945098
63400,190200,-3155.064305,-3246.24037,91.17606528,764.2140136
63500,190500,-3154.877892,-3248.443444,93.56555191,784.2420677
63600,190800,-3154.553125,-3243.601141,89.04801595,746.3772588
63700,191100,-3154.264402,-3244.507156,90.2427535,756.3912375
63800,191400,-3153.91297,-3244.91898,91.00601048,762.7886586
63900,191700,-3153.591309,-3248.056131,94.46482187,791.7795141
64000,192000,-3153.159312,-3240.754394,87.59508134,734.1991396
64100,192300,-3152.703143,-3240.354947,87.65180468,734.6745799
64200,192600,-3152.313576,-3241.114849,88.80127342,744.3091272
64300,192900,-3151.999346,-3243.266761,91.26741456,764.9796794
64400,193200,-3151.563058,-3242.412771,90.84971364,761.4786192
64500,193500,-3151.336745,-3244.167579,92.83083468,778.0838594
64600,193800,-3151.032938,-3242.277303,91.24436502,764.7864842
64700,194100,-3150.600156,-3241.196783,90.59662707,759.3573135
64800,194400,-3150.092859,-3243.061328,92.96846858,779.2374708
64900,194700,-3149.748305,-3240.971645,91.22334029,764.6102604
65000,195000,-3149.506535,-3241.771504,92.26496884,773.3409194
65100,195300,-3149.437177,-3241.596875,92.15969788,772.4585656
65200,195600,-3149.526785,-3239.469045,89.94225958,753.8725758
65300,195900,-3149.437004,-3240.799584,91.36258034,765.7773342
65400,196200,-3149.513509,-3241.650874,92.13736466,772.2713744
65500,196500,-3149.399589,-3236.6703,87.27071088,731.4803509
65600,196800,-3149.432203,-3240.429567,90.99736351,762.7161819
65700,197100,-3149.525655,-3244.058023,94.53236788,792.3456671
65800,197400,-3149.476604,-3240.607399,91.13079454,763.834566
65900,197700,-3149.475687,-3243.376068,93.90038058,787.0485144
66000,198000,-3149.498445,-3240.803096,91.304651,765.2917856
66100,198300,-3149.460621,-3243.948052,94.48743089,791.969017
66200,198600,-3149.489666,-3242.266953,92.77728708,777.6350373
66300,198900,-3149.366591,-3238.798893,89.43230209,749.5982451
66400,199200,-3149.426898,-3243.302533,93.87563492,786.8411027
66500,199500,-3149.491827,-3239.301199,89.80937209,752.7587475
66600,199800,-3149.48569,-3239.643534,90.15784395,755.6795478
66700,200100,-3149.44996,-3240.521046,91.0710864,763.334108
66800,200400,-3149.44692,-3241.068557,91.62163699,767.9486795
66900,200700,-3149.496413,-3244.138167,94.64175427,793.2625153
67000,201000,-3149.38789,-3240.309225,90.92133494,762.0789303
67100,201300,-3149.518332,-3244.063728,94.54539592,792.4548648
67200,201600,-3149.492355,-3242.410176,92.9178212,778.8129577
67300,201900,-3149.42381,-3237.429435,88.00562576,737.6402159
67400,202200,-3149.419967,-3239.899544,90.47957789,758.3762378
67500,202500,-3149.516387,-3238.997662,89.48127515,750.0087245
67600,202800,-3149.465605,-3241.562782,92.09717655,771.9345281
67700,203100,-3149.399185,-3237.245143,87.84595817,736.3019238
67800,203400,-3149.340554,-3237.37293,88.03237513,737.8644222
67900,203700,-3149.450408,-3240.8571,91.40669152,766.1470627
68000,204000,-3149.543154,-3241.772034,92.22887963,773.0384291
68100,204300,-3149.432252,-3241.335592,91.90334047,770.3098446
68200,204600,-3149.420531,-3241.8945,92.47396825,775.0926979
68300,204900,-3149.473275,-3241.17825,91.70497551,768.6472012
68400,205200,-3149.524361,-3242.758909,93.23454748,781.4676748
68500,205500,-3149.365524,-3238.604384,89.23886043,747.9768674
68600,205800,-3149.297899,-3238.427041,89.12914212,747.0572372
68700,206100,-3149.476602,-3238.428356,88.95175431,745.5704188
68800,206400,-3149.456307,-3241.218902,91.76259532,769.1301555
68900,206700,-3149.406156,-3236.839506,87.43334978,732.8435478
69000,207000,-3149.308248,-3240.347602,91.03935431,763.0681379
69100,207300,-3149.450426,-3243.662355,94.211929,789.6598319
69200,207600,-3149.450738,-3243.192292,93.74155468,785.717277
69300,207900,-3149.246423,-3235.68096,86.4345369,724.4717586
69400,208200,-3149.335843,-3240.169259,90.83341564,761.3420136
69500,208500,-3149.443609,-3241.739155,92.29554601,773.5972093
69600,208800,-3149.518757,-3243.065883,93.54712591,784.0876257
69700,209100,-3149.401532,-3236.694929,87.29339639,731.670495
69800,209400,-3149.316888,-3237.039639,87.72275074,735.2692313
69900,209700,-3149.463499,-3240.883369,91.41987025,766.2575233
70000,210000,-3149.486693,-3241.315358,91.8286653,769.6839368
70100,210300,-3148.747427,-3241.812965,93.06553736,780.051076
70200,210600,-3147.806552,-3238.531539,90.72498661,760.4331898
70300,210900,-3147.222688,-3238.592797,91.37010894,765.840437
70400,211200,-3146.794661,-3243.825852,97.03119136,813.2901542
70500,211500,-3145.981559,-3237.988685,92.00712586,771.1797468
70600,211800,-3145.248491,-3236.728178,91.47968647,766.7588872
70700,212100,-3144.41006,-3230.999036,86.58897563,725.7662238
70800,212400,-3143.704671,-3235.466955,91.76228384,769.1275447
70900,212700,-3143.206656,-3238.140297,94.93364117,795.7090353
71000,213000,-3142.687688,-3233.081006,90.39331765,757.653227
71100,213300,-3142.001014,-3232.309347,90.3083325,756.9409036
71200,213600,-3141.246973,-3233.902198,92.65522559,776.6119497
71300,213900,-3140.678205,-3237.915158,97.23695329,815.0147971
71400,214200,-3140.064683,-3234.726981,94.66229765,793.4347046
71500,214500,-3139.361704,-3231.103483,91.74177884,768.9556772
71600,214800,-3138.842533,-3232.146399,93.30386578,782.0486827
71700,215100,-3138.554184,-3232.96179,94.4076059,791.2999448
71800,215400,-3137.965957,-3233.125462,95.15950445,797.6021624
71900,215700,-3137.313095,-3228.455966,91.14287112,763.9357888
72000,216000,-3136.632526,-3229.042509,92.40998244,774.5563856
72100,216300,-3136.043093,-3227.449009,91.40591609,766.1405631
72200,216600,-3135.249461,-3229.830178,94.58071744,792.7509206
72300,216900,-3134.60888,-3230.110164,95.50128412,800.4668705
72400,217200,-3133.940228,-3225.283519,91.3432911,765.6156568
72500,217500,-3133.449526,-3225.960705,92.51117841,775.4045838
72600,217800,-3132.671193,-3226.570588,93.89939534,787.0402563
72700,218100,-3132.246746,-3227.04533,94.79858416,794.5770226
72800,218400,-3131.562773,-3222.788642,91.2258685,764.6314512
72900,218700,-3130.958898,-3226.585052,95.62615437,801.5135004
73000,219000,-3130.383566,-3221.339971,90.95640528,762.3728807
73100,219300,-3129.804379,-3222.400835,92.59645617,776.1193598
73200,219600,-3129.181299,-3223.520447,94.33914824,790.7261504
73300,219900,-3128.80759,-3225.659864,96.85227376,811.7905135
73400,220200,-3128.171201,-3224.435054,96.26385319,806.8585257
73500,220500,-3127.649984,-3220.564508,92.91452411,778.7853223
73600,220800,-3127.121268,-3222.042165,94.92089633,795.6022114
73700,221100,-3126.602099,-3219.456526,92.85442617,778.2815971
73800,221400,-3126.016339,-3223.867602,97.85126324,820.163783
73900,221700,-3125.43727,-3218.664782,93.22751231,781.4087079
74000,222000,-3124.980377,-3222.843342,97.86296486,820.2618629
74100,222300,-3124.406627,-3219.466353,95.05972592,796.7658448
74200,222600,-3123.852201,-3217.960812,94.10861149,788.7938515
74300,222900,-3123.37199,-3217.755671,94.38368149,791.0994166
74400,223200,-3122.979142,-3217.61645,94.63730755,793.2252441
74500,223500,-3122.696881,-3222.201558,99.5046769,834.0222653
74600,223800,-3122.259204,-3218.754545,96.49534106,808.7987967
74700,224100,-3121.689924,-3217.655013,95.96508875,804.35436
74800,224400,-3121.626765,-3220.771113,99.14434795,831.0020819
74900,224700,-3121.206207,-3218.716284,97.5100766,817.3040455
75000,225000,-3120.81578,-3218.649763,97.83398306,820.018945
75100,225300,-3120.851677,-3216.998248,96.14657115,805.8754982
75200,225600,-3120.837007,-3218.261361,97.42435371,816.5855386
75300,225900,-3120.774269,-3219.084584,98.310315,824.0114351
75400,226200,-3120.776903,-3218.515956,97.73905303,819.2232662
75500,226500,-3120.851353,-3217.890511,97.03915793,813.3569279
75600,226800,-3120.747204,-3218.283507,97.53630307,817.5238689
75700,227100,-3120.729444,-3214.649913,93.92046871,787.2168878
75800,227400,-3120.862464,-3219.025267,98.16280346,822.7750319
75900,227700,-3120.758639,-3219.540022,98.78138323,827.9598063
76000,228000,-3120.803301,-3216.112584,95.30928315,798.8575685
76100,228300,-3120.773873,-3217.573482,96.79960858,811.3490877
76200,228600,-3120.74112,-3213.517672,92.77655141,777.6288712
76300,228900,-3120.824506,-3218.052507,97.22800101,814.9397614
76400,229200,-3120.781438,-3215.387259,94.60582081,792.9613304
76500,229500,-3120.788341,-3215.886805,95.09846426,797.0905394
76600,229800,-3120.653192,-3214.095976,93.44278322,783.2130526
76700,230100,-3120.726104,-3215.472587,94.74648241,794.1403193
76800,230400,-3120.754451,-3215.811226,95.05677528,796.7411132
76900,230700,-3120.851448,-3218.259207,97.40775879,816.4464443
77000,231000,-3120.773042,-3217.817851,97.04480855,813.4042899
77100,231300,-3120.730388,-3217.038521,96.30813317,807.2296689
77200,231600,-3120.81929,-3220.205342,99.38605195,833.0279818
77300,231900,-3120.812713,-3216.723856,95.91114271,803.9021984
77400,232200,-3120.694685,-3219.505044,98.81035804,828.2026656
77500,232500,-3120.778525,-3215.521104,94.74257843,794.1075972
77600,232800,-3120.831161,-3218.101001,97.26983933,815.2904393
77700,233100,-3120.776576,-3219.050677,98.27410152,823.7079032
77800,233400,-3120.781457,-3215.731808,94.95035165,795.8490982
77900,233700,-3120.613675,-3210.821186,90.20751159,756.095849
78000,234000,-3120.635302,-3214.129379,93.4940772,783.6429853
78100,234300,-3120.849674,-3217.887256,97.03758194,813.3437184
78200,234600,-3120.691615,-3213.580813,92.88919862,778.5730507
78300,234900,-3120.786629,-3215.181522,94.39489279,791.1933867
78400,235200,-3120.740908,-3211.86232,91.12141245,763.7559278
78500,235500,-3120.845954,-3216.619995,95.77404072,802.7530452
78600,235800,-3120.802588,-3214.365028,93.56243976,784.2159824
78700,236100,-3120.729901,-3213.563987,92.83408613,778.1111122
78800,236400,-3120.779525,-3215.0295,94.24997552,789.978728
78900,236700,-3120.735909,-3217.12134,96.38543104,807.8775596
79000,237000,-3120.739782,-3212.009628,91.26984671,765.0000651
79100,237300,-3120.716859,-3215.606749,94.88988997,795.3423241
79200,237600,-3120.742724,-3215.843399,95.10067479,797.1090675
79300,237900,-3120.742303,-3214.785771,94.04346851,788.24784
79400,238200,-3120.606246,-3213.887156,93.28090982,781.8562719
79500,238500,-3120.711095,-3214.174742,93.46364676,783.3879253
79600,238800,-3120.718551,-3216.796233,96.0776822,805.298089
79700,239100,-3120.747612,-3215.740781,94.99316942,796.2079855
79800,239400,-3120.769467,-3216.243416,95.47394914,800.2377559
79900,239700,-3120.742899,-3215.118686,94.37578669,791.0332444
80000,240000,-3120.703151,-3213.671161,92.96801027,779.2336294
80100,240300,-3120.12506,-3210.795859,90.67079951,759.9790076
80200,240600,-3119.491359,-3213.121562,93.63020275,784.7839542
80300,240900,-3118.986767,-3212.931951,93.94518468,787.4240506
80400,241200,-3118.271485,-3212.273785,94.00230059,787.9027812
80500,241500,-3117.61023,-3210.575191,92.96496106,779.2080717
80600,241800,-3117.055112,-3211.651693,94.59658066,792.8838819
80700,242100,-3116.581076,-3210.47048,93.88940335,786.9565061
80800,242400,-3115.655666,-3206.228236,90.57256998,759.1556733
80900,242700,-3115.259207,-3212.708793,97.44958526,816.7970228
81000,243000,-3114.691295,-3210.272242,95.58094636,801.1345786
81100,243300,-3114.356115,-3211.553269,97.19715322,814.6812032
81200,243600,-3113.680879,-3205.07662,91.39574061,766.055275
81300,243900,-3113.229069,-3205.158941,91.9298726,770.5322301
81400,244200,-3112.811713,-3209.394093,96.58238002,809.5283345
81500,244500,-3112.517694,-3211.264146,98.74645211,827.6670227
81600,244800,-3112.032359,-3210.098269,98.06590999,821.9628961
81700,245100,-3111.557991,-3202.396304,90.83831256,761.3830584
81800,245400,-3111.074135,-3202.605721,91.53158546,767.1938911
81900,245700,-3110.366763,-3204.800547,94.43378401,791.5193628
82000,246000,-3109.897556,-3204.602033,94.70447745,793.7882447
82100,246300,-3109.264414,-3201.136302,91.87188817,770.0462197
82200,246600,-3108.778307,-3202.88829,94.10998347,788.8053511
82300,246900,-3108.381158,-3203.330312,94.94915392,795.839059
82400,247200,-3107.883826,-3201.614402,93.73057608,785.6252572
82500,247500,-3107.347847,-3201.586371,94.23852404,789.8827446
82600,247800,-3106.953458,-3200.988021,94.03456231,788.1731906
82700,248100,-3106.483273,-3204.663068,98.17979472,822.9174482
82800,248400,-3106.259716,-3204.559776,98.30005957,823.9254768
82900,248700,-3105.976351,-3200.568364,94.59201304,792.8455973
83000,249000,-3105.411874,-3201.292896,95.88102277,803.6497409
83100,249300,-3104.970358,-3204.713888,99.74353028,836.024272
83200,249600,-3104.594332,-3197.8008,93.20646772,781.2323176
83300,249900,-3104.134288,-3201.858464,97.72417659,819.0985758
83400,250200,-3103.828115,-3198.95025,95.12213456,797.2889377
83500,250500,-3103.284559,-3200.300239,97.01567979,813.1601403
83600,250800,-3103.11617,-3200.475607,97.35943774,816.0414298
83700,251100,-3102.688354,-3198.286298,95.59794491,801.2770561
83800,251400,-3102.25969,-3199.741262,97.48157179,817.0651256
83900,251700,-3102.007104,-3201.083077,99.07597312,830.4289819
84000,252000,-3101.837531,-3200.618554,98.78102308,827.9567876
84100,252300,-3101.412465,-3197.319116,95.90665085,803.8645488
84200,252600,-3101.024511,-3195.725703,94.70119218,793.7607084
84300,252900,-3100.707712,-3195.189142,94.48142962,791.9187159
84400,253200,-3100.296545,-3195.769328,95.47278345,800.2279853
84500,253500,-3099.977077,-3196.163988,96.1869108,806.2136147
84600,253800,-3099.447052,-3197.564746,98.11769419,822.3969378
84700,254100,-3099.195808,-3198.446043,99.25023547,831.8896036
84800,254400,-3099.115966,-3201.503637,102.3876713,858.1867729
84900,254700,-3098.816662,-3200.407397,101.5907345,851.5070567
85000,255000,-3098.576812,-3197.324256,98.74744398,827.6753364
85100,255300,-3098.444492,-3195.510114,97.06562216,813.5787442
85200,255600,-3098.632199,-3195.509711,96.87751134,812.0020483
85300,255900,-3098.568469,-3192.216686,93.64821618,784.9349381
85400,256200,-3098.515645,-3194.663455,96.14781065,805.8858874
85500,256500,-3098.646584,-3195.041675,96.39509045,807.9585222
85600,256800,-3098.461428,-3190.871456,92.41002735,774.556762
85700,257100,-3098.541519,-3194.801371,96.25985251,806.824993
85800,257400,-3098.576035,-3193.537438,94.96140295,795.9417273
85900,257700,-3098.524709,-3192.584642,94.05993316,788.3858425
86000,258000,-3098.444331,-3190.780313,92.33598162,773.93613
86100,258300,-3098.47873,-3189.797328,91.31859764,765.4086826
86200,258600,-3098.646535,-3197.125263,98.47872739,825.4230239
86300,258900,-3098.605701,-3194.866074,96.26037361,806.8293608
86400,259200,-3098.481374,-3194.886111,96.40473635,808.0393716
86500,259500,-3098.55129,-3194.329923,95.77863313,802.7915376
86600,259800,-3098.65622,-3196.606567,97.95034677,820.9942752
86700,260100,-3098.589162,-3193.388069,94.79890718,794.57973
86800,260400,-3098.617586,-3195.427608,96.81002206,811.4363708
86900,260700,-3098.659631,-3195.494783,96.83515211,811.6470044
87000,261000,-3098.625621,-3195.91609,97.29046913,815.4633529
87100,261300,-3098.551492,-3194.892732,96.34124013,807.5071629
87200,261600,-3098.564631,-3194.164144,95.59951297,801.2901991
