#PARAMS:size=3871,delta_q=4,eq_steps=8000
Step,Cycle,Time,Average Temperature,Kinetic,Potential
8000,0,0,478.385,239.367,-14026.9
8100,1,15,482.041,241.197,-14026.7
8200,2,30,483.344,241.848,-14025.3
8300,3,45,486.061,243.208,-14024.7
8400,4,60,486.436,243.396,-14022.9
8500,5,75,488.701,244.529,-14021.9
8600,6,90,487.996,244.177,-14019.4
8700,7,105,490.302,245.33,-14018.6
8800,8,120,493.006,246.683,-14017.9
8900,9,135,495.38,247.871,-14017
9000,10,150,498.556,249.46,-14016.7
9100,11,165,499.975,250.17,-14015.4
9200,12,180,500.284,250.325,-14013.4
9300,13,195,502.505,251.436,-14012.5
9400,14,210,504.884,252.627,-14011.7
9500,15,225,507.813,254.092,-14011.2
9600,16,240,506.156,253.263,-14008.1
9700,17,255,506.17,253.27,-14006
9800,18,270,508.903,254.637,-14005.3
9900,19,285,513.903,257.139,-14006
10000,20,300,515.256,257.816,-14004.8
10100,21,315,518.005,259.192,-14004.1
10200,22,330,516.995,258.686,-14001.4
10300,23,345,519.57,259.975,-14000.7
10400,24,360,521.971,261.176,-14000
10500,25,375,522.282,261.332,-13998.1
10600,26,390,523.791,262.087,-13996.7
10700,27,405,526.346,263.365,-13995.9
10800,28,420,528.183,264.284,-13994.8
10900,29,435,531.087,265.738,-13994.2
11000,30,450,532.272,266.331,-13992.8
11100,31,465,537.346,268.869,-13993.4
11200,32,480,536.359,268.375,-13990.9
11300,33,495,538.371,269.382,-13989.8
11400,34,510,540.423,270.409,-13988.7
11500,35,525,541.258,270.827,-13987
11600,36,540,543.483,271.94,-13986.2
11700,37,555,543.976,272.187,-13984.3
11800,38,570,546.974,273.687,-13983.7
11900,39,585,550.259,275.331,-13983.4
12000,40,600,550.893,275.648,-13981.8
12100,41,615,555.846,278.126,-13982.3
12200,42,630,551.468,275.936,-13978
12300,43,645,554.403,277.404,-13977.3
12400,44,660,555.226,277.816,-13975.8
12500,45,675,556.5,278.454,-13974.2
12600,46,690,559.666,280.037,-13973.7
12700,47,705,561.374,280.892,-13972.6
12800,48,720,566.839,283.627,-13973.5
12900,49,735,567.898,284.157,-13972.1
13000,50,750,567.033,283.724,-13969.5
13100,51,765,566.52,283.467,-13967.1
13200,52,780,571.833,286.126,-13967.8
13300,53,795,571.606,286.012,-13965.8
13400,54,810,575.174,287.797,-13965.5
13500,55,825,572.934,286.676,-13962.1
13600,56,840,577.939,289.181,-13962.6
13700,57,855,577.904,289.163,-13960.7
13800,58,870,582.5,291.463,-13961
13900,59,885,582.521,291.474,-13958.9
14000,60,900,585.889,293.159,-13958.6
14100,61,915,588.78,294.605,-13958.1
14200,62,930,586.644,293.536,-13955
14300,63,945,587.027,293.728,-13953
14400,64,960,594.165,297.3,-13954.7
14500,65,975,596.731,298.584,-13954.1
14600,66,990,598.372,299.405,-13952.9
14700,67,1005,599.665,300.051,-13951.4
14800,68,1020,597.155,298.796,-13948.2
14900,69,1035,600.499,300.469,-13947.9
15000,70,1050,602.787,301.614,-13947.1
15100,71,1065,603.877,302.159,-13945.6
15200,72,1080,607.678,304.061,-13945.6
15300,73,1095,604.573,302.508,-13942
15400,74,1110,604.971,302.706,-13939.9
15500,75,1125,604.725,302.584,-13937.6
15600,76,1140,615.881,308.165,-13941.5
15700,77,1155,613.118,306.783,-13938.2
15800,78,1170,612.861,306.654,-13935.8
15900,79,1185,615.098,307.774,-13935.1
16000,80,1200,620.267,310.36,-13935.6
16100,81,1215,618.383,309.417,-13932.4
16200,82,1230,618.638,309.545,-13930.5
16300,83,1245,624.821,312.639,-13931.7
16400,84,1260,625.984,313.221,-13930.3
