#PARAMS:size=309,delta_q=4,eq_steps=8000
Step,Cycle,Time,Average Temperature,Kinetic,Potential
8000,0,0,487.914,19.488,-1090.05
8100,1,15,476.54,19.0337,-1089.41
8200,2,30,484.676,19.3586,-1089.56
8300,3,45,492.236,19.6606,-1089.74
8400,4,60,495.066,19.7736,-1089.67
8500,5,75,494.541,19.7526,-1089.51
8600,6,90,488.79,19.5229,-1089.11
8700,7,105,497.954,19.889,-1089.33
8800,8,120,503.561,20.1129,-1089.39
8900,9,135,497.126,19.8559,-1088.97
9000,10,150,497.957,19.8891,-1088.86
9100,11,165,505.89,20.2059,-1089.01
9200,12,180,504.924,20.1673,-1088.79
9300,13,195,499.508,19.951,-1088.4
9400,14,210,505.583,20.1937,-1088.5
9500,15,225,502.897,20.0864,-1088.22
9600,16,240,502.829,20.0837,-1088.05
9700,17,255,506.451,20.2283,-1088.06
9800,18,270,508.569,20.3129,-1087.97
9900,19,285,509.49,20.3497,-1087.85
10000,20,300,516.661,20.6361,-1087.97
10100,21,315,516.306,20.622,-1087.8
10200,22,330,511.823,20.4429,-1087.46
10300,23,345,506.008,20.2106,-1087.07
10400,24,360,510.806,20.4023,-1087.08
10500,25,375,526.092,21.0128,-1087.54
10600,26,390,517.261,20.6601,-1086.99
10700,27,405,532.36,21.2632,-1087.44
10800,28,420,532.96,21.2871,-1087.31
10900,29,435,532.339,21.2623,-1087.11
11000,30,450,527.124,21.054,-1086.74
11100,31,465,534.15,21.3347,-1086.86
11200,32,480,524.417,20.9459,-1086.32
11300,33,495,548.266,21.8985,-1087.1
11400,34,510,537.82,21.4812,-1086.55
11500,35,525,542.043,21.6499,-1086.55
11600,36,540,540.814,21.6008,-1086.31
11700,37,555,533.747,21.3186,-1085.86
11800,38,570,543.066,21.6908,-1086.09
11900,39,585,552.342,22.0613,-1086.29
12000,40,600,554.499,22.1474,-1086.19
12100,41,615,554.442,22.1452,-1086.04
12200,42,630,554.598,22.1514,-1085.89
12300,43,645,556.808,22.2397,-1085.82
12400,44,660,557.432,22.2646,-1085.69
12500,45,675,559.959,22.3655,-1085.61
12600,46,690,560.285,22.3785,-1085.49
12700,47,705,555.737,22.1969,-1085.14
12800,48,720,546.5,21.828,-1084.61
12900,49,735,549.287,21.9393,-1084.56
13000,50,750,547.593,21.8716,-1084.34
13100,51,765,553.994,22.1273,-1084.41
13200,52,780,570.859,22.8009,-1084.94
13300,53,795,565.043,22.5686,-1084.53
13400,54,810,562.226,22.4561,-1084.25
13500,55,825,559.296,22.339,-1083.95
13600,56,840,561.719,22.4358,-1083.91
13700,57,855,560.778,22.3982,-1083.71
13800,58,870,555.204,22.1756,-1083.29
13900,59,885,569.031,22.7279,-1083.68
14000,60,900,572.617,22.8711,-1083.65
14100,61,915,566.517,22.6275,-1083.24
14200,62,930,563.849,22.5209,-1082.99
14300,63,945,570.855,22.8007,-1083.11
14400,64,960,571.419,22.8232,-1082.97
14500,65,975,569.483,22.7459,-1082.77
14600,66,990,569.72,22.7554,-1082.59
14700,67,1005,583.202,23.2939,-1082.96
14800,68,1020,565.526,22.5879,-1082.06
14900,69,1035,589.665,23.552,-1082.89
15000,70,1050,580.2,23.174,-1082.36
15100,71,1065,589.582,23.5487,-1082.58
15200,72,1080,574.364,22.9409,-1081.8
15300,73,1095,566.428,22.6239,-1081.3
15400,74,1110,590.786,23.5968,-1082.14
15500,75,1125,583.612,23.3103,-1081.68
15600,76,1140,576.179,23.0134,-1081.19
15700,77,1155,583.846,23.3196,-1081.35
15800,78,1170,595.201,23.7731,-1081.68
15900,79,1185,598.479,23.9041,-1081.63
16000,80,1200,593.123,23.6901,-1081.29
16100,81,1215,598.689,23.9124,-1081.34
16200,82,1230,595.699,23.793,-1081.04
16300,83,1245,605.243,24.1742,-1081.3
16400,84,1260,604.942,24.1622,-1081.12
16500,85,1275,609.743,24.3539,-1081.12
16600,86,1290,602.552,24.0667,-1080.68
16700,87,1305,602.559,24.067,-1080.52
16800,88,1320,607.691,24.272,-1080.55
16900,89,1335,607.922,24.2812,-1080.42
17000,90,1350,625.142,24.969,-1080.94
17100,91,1365,621.026,24.8046,-1080.61
17200,92,1380,619.965,24.7622,-1080.41
17300,93,1395,623.148,24.8894,-1080.39
17400,94,1410,626.802,25.0353,-1080.35
17500,95,1425,623.252,24.8935,-1080.04
17600,96,1440,616.167,24.6105,-1079.58
17700,97,1455,615.03,24.5651,-1079.39
17800,98,1470,612.791,24.4757,-1079.1
17900,99,1485,620.46,24.782,-1079.24
18000,100,1500,623.542,24.9051,-1079.22
18100,101,1515,622.573,24.8664,-1078.98
18200,102,1530,616.775,24.6348,-1078.56
18300,103,1545,619.514,24.7442,-1078.53
18400,104,1560,614.899,24.5599,-1078.18
18500,105,1575,609.274,24.3352,-1077.76
18600,106,1590,624.431,24.9406,-1078.25
18700,107,1605,632.443,25.2606,-1078.43
18800,108,1620,622.666,24.8701,-1077.84
18900,109,1635,631.74,25.2326,-1078.03
19000,110,1650,645.31,25.7745,-1078.45
19100,111,1665,628.277,25.0942,-1077.56
19200,112,1680,639.082,25.5258,-1077.83
19300,113,1695,634.81,25.3551,-1077.5
19400,114,1710,644.814,25.7547,-1077.75
19500,115,1725,649.74,25.9515,-1077.81
19600,116,1740,644.81,25.7546,-1077.43
19700,117,1755,654.044,26.1234,-1077.64
19800,118,1770,654.837,26.1551,-1077.51
19900,119,1785,620.628,24.7887,-1075.93
20000,120,1800,649.917,25.9585,-1076.96
20100,121,1815,635.901,25.3988,-1076.24
20200,122,1830,644.355,25.7364,-1076.42
20300,123,1845,642.432,25.6596,-1076.18
20400,124,1860,652.936,26.0792,-1076.45
20500,125,1875,634.578,25.3459,-1075.52
20600,126,1890,644.669,25.7489,-1075.78
20700,127,1905,651.513,26.0223,-1075.86
20800,128,1920,661.289,26.4128,-1076.08
20900,129,1935,657.961,26.2799,-1075.81
21000,130,1950,681.411,27.2165,-1076.56
21100,131,1965,661.041,26.4028,-1075.59
21200,132,1980,664.54,26.5426,-1075.55
21300,133,1995,652.774,26.0727,-1074.9
21400,134,2010,650.871,25.9966,-1074.68
21500,135,2025,666.669,26.6277,-1075.13
21600,136,2040,661.562,26.4237,-1074.79
21700,137,2055,669.357,26.735,-1074.94
21800,138,2070,652.072,26.0446,-1074.06
21900,139,2085,651.627,26.0269,-1073.88
22000,140,2100,635.209,25.3711,-1073.06
22100,141,2115,632.552,25.265,-1072.79
22200,142,2130,630.828,25.1961,-1072.53
22300,143,2145,645.378,25.7773,-1072.98
22400,144,2160,654.578,26.1447,-1073.2
22500,145,2175,651.662,26.0282,-1072.89
22600,146,2190,638.555,25.5047,-1072.21
22700,147,2205,628.799,25.1151,-1071.65
22800,148,2220,635.107,25.367,-1071.73
22900,149,2235,645.177,25.7692,-1071.99
23000,150,2250,650.297,25.9737,-1072.02
23100,151,2265,643.482,25.7015,-1071.58
23200,152,2280,661.175,26.4082,-1072.13
23300,153,2295,643.531,25.7035,-1071.25
23400,154,2310,636.838,25.4362,-1070.82
23500,155,2325,645.524,25.7831,-1070.99
23600,156,2340,665.856,26.5952,-1071.65
23700,157,2355,673.156,26.8867,-1071.8
23800,158,2370,653.724,26.1106,-1070.83
23900,159,2385,656.29,26.2131,-1070.78
24000,160,2400,651.198,26.0097,-1070.43
24100,161,2415,638.724,25.5115,-1069.73
24200,162,2430,629.854,25.1572,-1069.2
24300,163,2445,664.54,26.5426,-1070.48
24400,164,2460,668.401,26.6968,-1070.45
24500,165,2475,663.892,26.5167,-1070.09
24600,166,2490,671.537,26.8221,-1070.23
24700,167,2505,671.368,26.8153,-1070.03
24800,168,2520,660.818,26.3939,-1069.5
24900,169,2535,651.332,26.0151,-1068.93
25000,170,2550,659.109,26.3257,-1069.05
25100,171,2565,647.647,25.8679,-1068.47
25200,172,2580,637.651,25.4687,-1067.89
25300,173,2595,645.351,25.7762,-1067.96
25400,174,2610,643.988,25.7217,-1067.75
25500,175,2625,644.416,25.7388,-1067.61
25600,176,2640,656.294,26.2132,-1067.95
25700,177,2655,646.349,25.8161,-1067.4
25800,178,2670,659.146,26.3272,-1067.71
25900,179,2685,657.539,26.263,-1067.51
26000,180,2700,649.852,25.9559,-1067.03
26100,181,2715,630.756,25.1932,-1066.09
26200,182,2730,652.155,26.048,-1066.79
26300,183,2745,667.929,26.678,-1067.28
26400,184,2760,663.9,26.5171,-1066.96
26500,185,2775,656.597,26.2254,-1066.49
26600,186,2790,672.783,26.8718,-1066.97
26700,187,2805,656.347,26.2154,-1066.17
26800,188,2820,650.49,25.9814,-1065.75
26900,189,2835,666.467,26.6196,-1066.23
27000,190,2850,671.487,26.8201,-1066.29
27100,191,2865,674.704,26.9486,-1066.29
27200,192,2880,658.652,26.3074,-1065.47
27300,193,2895,684.222,27.3287,-1066.34
27400,194,2910,677.37,27.0551,-1065.92
27500,195,2925,664.453,26.5392,-1065.2
27600,196,2940,675.288,26.9719,-1065.48
27700,197,2955,652.967,26.0804,-1064.4
27800,198,2970,662.036,26.4426,-1064.63
27900,199,2985,669.936,26.7582,-1064.81
28000,200,3000,672.761,26.871,-1064.75
28100,201,3015,665.087,26.5645,-1064.27
28200,202,3030,656.089,26.2051,-1063.76
28300,203,3045,647.728,25.8711,-1063.25
28400,204,3060,667.712,26.6693,-1063.88
28500,205,3075,676.643,27.026,-1064.07
28600,206,3090,669.276,26.7318,-1063.62
28700,207,3105,683.822,27.3128,-1064.04
28800,208,3120,682.403,27.2561,-1063.85
28900,209,3135,684.747,27.3497,-1063.78
29000,210,3150,691.575,27.6224,-1063.91
29100,211,3165,680.846,27.1939,-1063.3
29200,212,3180,681.98,27.2392,-1063.17
29300,213,3195,680.682,27.1874,-1062.97
29400,214,3210,684.191,27.3275,-1062.94
29500,215,3225,689.622,27.5444,-1063
29600,216,3240,695.41,27.7756,-1063.08
29700,217,3255,712.719,28.467,-1063.6
29800,218,3270,704.444,28.1364,-1063.1
29900,219,3285,709.299,28.3304,-1063.15
30000,220,3300,704.601,28.1427,-1062.77
30100,221,3315,718.241,28.6875,-1063.2
30200,222,3330,703.061,28.0812,-1062.41
30300,223,3345,718.648,28.7038,-1062.88
30400,224,3360,690.192,27.5672,-1061.59
30500,225,3375,686.091,27.4034,-1061.23
30600,226,3390,684.13,27.3251,-1060.99
30700,227,3405,698.877,27.9141,-1061.45
30800,228,3420,708.038,28.28,-1061.66
30900,229,3435,709.659,28.3447,-1061.53
31000,230,3450,721.759,28.828,-1061.88
31100,231,3465,704.483,28.138,-1061.04
31200,232,3480,698.268,27.8898,-1060.61
31300,233,3495,703.031,28.08,-1060.64
31400,234,3510,716.591,28.6216,-1061
31500,235,3525,719.686,28.7452,-1060.98
31600,236,3540,703.584,28.1021,-1060.16
31700,237,3555,713.463,28.4967,-1060.42
31800,238,3570,740.92,29.5933,-1061.33
31900,239,3585,726.514,29.0179,-1060.61
32000,240,3600,712.445,28.456,-1059.88
32100,241,3615,719.539,28.7394,-1060.01
32200,242,3630,742.198,29.6444,-1060.76
32300,243,3645,739.003,29.5168,-1060.47
32400,244,3660,742.351,29.6505,-1060.45
32500,245,3675,710.993,28.398,-1059
32600,246,3690,725.917,28.9941,-1059.46
32700,247,3705,730.764,29.1877,-1059.47
32800,248,3720,736.542,29.4185,-1059.54
32900,249,3735,744.866,29.7509,-1059.72
33000,250,3750,715.154,28.5642,-1058.34
33100,251,3765,738.19,29.4843,-1059.12
33200,252,3780,749.657,29.9423,-1059.45
33300,253,3795,752.874,30.0708,-1059.4
33400,254,3810,760.265,30.366,-1059.54
33500,255,3825,756.8,30.2276,-1059.25
33600,256,3840,759.158,30.3218,-1059.15
33700,257,3855,738.281,29.488,-1058.15
33800,258,3870,718.68,28.705,-1057.23
33900,259,3885,743.014,29.677,-1058.05
34000,260,3900,744.071,29.7192,-1057.94
34100,261,3915,754.859,30.1501,-1058.18
34200,262,3930,755.36,30.1701,-1058.04
34300,263,3945,749.907,29.9523,-1057.65
34400,264,3960,747.785,29.8675,-1057.4
34500,265,3975,753.292,30.0875,-1057.46
34600,266,3990,749.787,29.9475,-1057.16
34700,267,4005,749.559,29.9384,-1056.99
34800,268,4020,755.441,30.1733,-1057.09
34900,269,4035,762.244,30.445,-1057.16
35000,270,4050,776.235,31.0038,-1057.58
35100,271,4065,796.875,31.8283,-1058.26
35200,272,4080,796.067,31.796,-1058.1
35300,273,4095,777.71,31.0628,-1057.18
35400,274,4110,795.134,31.7587,-1057.72
35500,275,4125,784.685,31.3414,-1057.12
35600,276,4140,775.438,30.972,-1056.61
35700,277,4155,779.392,31.13,-1056.61
35800,278,4170,809.811,32.3449,-1057.64
35900,279,4185,779.77,31.1451,-1056.27
36000,280,4200,768.139,30.6805,-1055.62
36100,281,4215,777.643,31.0601,-1055.87
36200,282,4230,778.832,31.1076,-1055.72
36300,283,4245,802.195,32.0407,-1056.52
36400,284,4260,796.539,31.8148,-1056.13
36500,285,4275,805.765,32.1833,-1056.35
36600,286,4290,811.345,32.4062,-1056.38
36700,287,4305,798.504,31.8933,-1055.76
36800,288,4320,773.246,30.8845,-1054.56
36900,289,4335,804.478,32.1319,-1055.69
37000,290,4350,788.236,31.4832,-1054.82
37100,291,4365,802.74,32.0625,-1055.24
37200,292,4380,815.379,32.5673,-1055.6
37300,293,4395,821.422,32.8087,-1055.68
37400,294,4410,778.846,31.1082,-1053.79
37500,295,4425,828.263,33.0819,-1055.63
37600,296,4440,807.721,32.2615,-1054.63
37700,297,4455,827.835,33.0648,-1055.3
37800,298,4470,818.084,32.6754,-1054.73
37900,299,4485,799.429,31.9303,-1053.82
38000,300,4500,779.443,31.132,-1052.83
38100,301,4515,804.081,32.1161,-1053.68
38200,302,4530,799.448,31.931,-1053.3
38300,303,4545,787.981,31.473,-1052.7
38400,304,4560,788.652,31.4998,-1052.57
38500,305,4575,802.346,32.0468,-1052.96
38600,306,4590,811.72,32.4212,-1053.14
38700,307,4605,804.015,32.1134,-1052.66
38800,308,4620,809.165,32.3191,-1052.77
38900,309,4635,850.641,33.9757,-1054.25
39000,310,4650,812.681,32.4596,-1052.56
39100,311,4665,829.602,33.1354,-1053.06
39200,312,4680,815.83,32.5854,-1052.35
39300,313,4695,823.251,32.8818,-1052.49
39400,314,4710,815.392,32.5678,-1051.97
39500,315,4725,837.75,33.4609,-1052.72
39600,316,4740,835.775,33.382,-1052.49
39700,317,4755,831.79,33.2228,-1052.15
39800,318,4770,831.079,33.1944,-1051.93
39900,319,4785,848.467,33.8889,-1052.5
40000,320,4800,831.974,33.2302,-1051.66
40100,321,4815,811.931,32.4296,-1050.71
40200,322,4830,822.923,32.8686,-1050.96
40300,323,4845,857.047,34.2316,-1052.15
40400,324,4860,857.874,34.2646,-1052.06
40500,325,4875,845.634,33.7758,-1051.41
40600,326,4890,853.726,34.0989,-1051.52
40700,327,4905,862.269,34.4402,-1051.73
40800,328,4920,859.382,34.3249,-1051.39
40900,329,4935,868.55,34.691,-1051.56
41000,330,4950,853.559,34.0923,-1050.85
41100,331,4965,871.962,34.8273,-1051.45
41200,332,4980,873.253,34.8789,-1051.29
41300,333,4995,864.533,34.5306,-1050.81
41400,334,5010,851.382,34.0053,-1050.11
41500,335,5025,894.381,35.7228,-1051.69
41600,336,5040,854.891,34.1455,-1049.93
41700,337,5055,885.884,35.3834,-1051.02
41800,338,5070,885.62,35.3728,-1050.87
41900,339,5085,881.247,35.1982,-1050.51
42000,340,5100,881.271,35.1991,-1050.33
42100,341,5115,868.725,34.698,-1049.65
42200,342,5130,861.123,34.3944,-1049.19
42300,343,5145,870.776,34.78,-1049.38
42400,344,5160,861.565,34.4121,-1048.87
42500,345,5175,888.262,35.4784,-1049.78
42600,346,5190,884.579,35.3313,-1049.47
42700,347,5205,877.87,35.0633,-1049.04
42800,348,5220,884.711,35.3366,-1049.14
42900,349,5235,869.502,34.7291,-1048.41
43000,350,5250,885.7,35.376,-1048.88
43100,351,5265,891.415,35.6043,-1048.99
43200,352,5280,887.252,35.438,-1048.63
43300,353,5295,922.973,36.8648,-1049.92
43400,354,5310,917.583,36.6495,-1049.54
43500,355,5325,909.175,36.3137,-1049.04
43600,356,5340,905.315,36.1595,-1048.73
43700,357,5355,898.754,35.8974,-1048.29
43800,358,5370,872.525,34.8498,-1047.06
43900,359,5385,918.754,36.6962,-1048.77
44000,360,5400,889.101,35.5119,-1047.39
44100,361,5415,911.29,36.3981,-1048.18
44200,362,5430,885.009,35.3484,-1046.95
44300,363,5445,896.904,35.8236,-1047.27
44400,364,5460,918.97,36.7049,-1047.98
44500,365,5475,913.375,36.4814,-1047.58
44600,366,5490,900.634,35.9725,-1046.93
44700,367,5505,919.651,36.7321,-1047.51
44800,368,5520,906.057,36.1891,-1046.81
44900,369,5535,897.42,35.8442,-1046.31
45000,370,5550,880.826,35.1814,-1045.45
45100,371,5565,896.089,35.791,-1045.9
45200,372,5580,933.385,37.2806,-1047.21
45300,373,5595,905.18,36.1541,-1045.92
45400,374,5610,908.652,36.2928,-1045.88
45500,375,5625,898.692,35.895,-1045.28
45600,376,5640,929.52,37.1263,-1046.4
45700,377,5655,889.134,35.5132,-1044.57
45800,378,5670,918.701,36.6942,-1045.65
45900,379,5685,926.816,37.0183,-1045.79
46000,380,5700,922.252,36.836,-1045.41
46100,381,5715,924.709,36.9341,-1045.42
46200,382,5730,936,37.3851,-1045.71
46300,383,5745,956.725,38.2129,-1046.4
46400,384,5760,899.023,35.9082,-1043.89
46500,385,5775,928.534,37.0869,-1044.89
46600,386,5790,931.36,37.1998,-1044.85
46700,387,5805,926.058,36.988,-1044.46
46800,388,5820,954.011,38.1045,-1045.48
46900,389,5835,920.454,36.7641,-1043.95
47000,390,5850,926.876,37.0207,-1044.04
47100,391,5865,983.212,39.2708,-1046.16
47200,392,5880,956.306,38.1961,-1044.9
47300,393,5895,959.018,38.3045,-1044.86
47400,394,5910,948.161,37.8708,-1044.24
47500,395,5925,943.288,37.6762,-1043.88
47600,396,5940,954.247,38.1139,-1044.14
47700,397,5955,960.807,38.3759,-1044.29
47800,398,5970,933.391,37.2809,-1042.96
47900,399,5985,949.113,37.9088,-1043.42
48000,400,6000,974.457,38.9211,-1044.28
48100,401,6015,958.33,38.277,-1043.44
48200,402,6030,985.332,39.3555,-1044.38
48300,403,6045,943.641,37.6903,-1042.5
48400,404,6060,973.56,38.8853,-1043.58
48500,405,6075,978.87,39.0974,-1043.64
48600,406,6090,1007.27,40.2319,-1044.67
48700,407,6105,946.389,37.8,-1042
48800,408,6120,983.368,39.277,-1043.32
48900,409,6135,982.775,39.2533,-1043.09
49000,410,6150,972.03,38.8242,-1042.46
49100,411,6165,980.592,39.1662,-1042.69
49200,412,6180,980.976,39.1815,-1042.55
49300,413,6195,969.656,38.7294,-1041.92
49400,414,6210,962.859,38.4579,-1041.48
49500,415,6225,1001.98,40.0204,-1042.9
49600,416,6240,967.157,38.6296,-1041.36
49700,417,6255,985.732,39.3715,-1041.92
49800,418,6270,1005.12,40.1457,-1042.55
49900,419,6285,978.391,39.0783,-1041.24
50000,420,6300,976.001,38.9828,-1041.07
50100,421,6315,998.74,39.891,-1041.76
50200,422,6330,1010.59,40.3643,-1042.11
50300,423,6345,1021.06,40.7824,-1042.37
50400,424,6360,1006.25,40.1909,-1041.65
50500,425,6375,994.372,39.7166,-1040.97
50600,426,6390,1020.01,40.7407,-1041.87
50700,427,6405,963.92,38.5002,-1039.41
50800,428,6420,958.977,38.3028,-1038.98
50900,429,6435,985.364,39.3568,-1039.93
51000,430,6450,988.471,39.4809,-1039.91
51100,431,6465,991.716,39.6105,-1039.89
51200,432,6480,994.733,39.731,-1039.8
51300,433,6495,968.854,38.6973,-1038.63
51400,434,6510,1004.7,40.129,-1039.89
51500,435,6525,984.236,39.3117,-1038.88
51600,436,6540,982.88,39.2575,-1038.67
51700,437,6555,1029.17,41.1064,-1040.41
51800,438,6570,1030.71,41.1678,-1040.31
51900,439,6585,1018.13,40.6654,-1039.66
52000,440,6600,1003.66,40.0873,-1038.89
52100,441,6615,1012.46,40.439,-1039.1
52200,442,6630,1013.91,40.4968,-1038.93
52300,443,6645,1013.29,40.472,-1038.74
52400,444,6660,998.129,39.8666,-1037.96
52500,445,6675,1020.8,40.772,-1038.72
52600,446,6690,1018.22,40.6692,-1038.46
52700,447,6705,1024.49,40.9197,-1038.51
52800,448,6720,1040.96,41.5773,-1039.04
52900,449,6735,1046.52,41.7995,-1039.08
53000,450,6750,1001.2,39.9892,-1037.1
53100,451,6765,997.872,39.8563,-1036.79
53200,452,6780,1032.35,41.2334,-1038.06
53300,453,6795,1030.76,41.1699,-1037.8
53400,454,6810,1000.54,39.9628,-1036.4
